"id_number","id_label","hatchery","run","region","group","lon","lat","year","sex","age","estimated_number","source"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,1999,"Female",4,619.240000000001,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,1999,"Female",3,49.32,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2000,"Female",5,93.6,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2000,"Female",4,343.2,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2000,"Female",3,13,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2001,"Female",5,22.75,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2001,"Female",4,406.25,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2001,"Female",3,29.25,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2002,"Female",5,35.97,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2002,"Female",4,565.709999999999,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2002,"Female",3,3.27,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2003,"Female",5,18,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2003,"Female",4,326,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2004,"Female",5,648,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2004,"Female",4,459,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2004,"Female",3,5,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2005,"Female",6,5,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2005,"Female",5,177,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2005,"Female",4,524,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2005,"Female",3,10,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2006,"Female",5,43,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2006,"Female",4,499,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2006,"Female",3,10,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2007,"Female",5,48.48,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2007,"Female",4,419.149999999998,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2007,"Female",3,9.09,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2008,"Female",5,66.3000000000001,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2008,"Female",4,586.499999999995,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2009,"Female",5,79.79,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2009,"Female",4,133.32,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2009,"Female",3,4.04,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2010,"Female",5,71.71,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2010,"Female",4,368.649999999998,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2010,"Female",3,14.14,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2011,"Female",5,24.24,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2011,"Female",4,368.649999999998,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2011,"Female",3,6.06,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2012,"Female",5,89.8900000000001,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2012,"Female",4,450.459999999997,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2012,"Female",3,3.03,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2013,"Female",6,1,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2013,"Female",5,168,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2013,"Female",4,278,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2013,"Female",3,5,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2014,"Female",6,1,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2014,"Female",5,82,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2014,"Female",4,335,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2014,"Female",3,1,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2015,"Female",6,1.01,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2015,"Female",5,122.21,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2015,"Female",4,419.149999999998,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2015,"Female",3,4.04,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2015,"Female",2,1.01,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2016,"Female",5,70.7,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2016,"Female",4,380.769999999998,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2016,"Female",3,28.28,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2017,"Female",5,42.42,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2017,"Female",4,512.069999999997,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2017,"Female",3,103.02,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2017,"Female",2,1.01,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2018,"Female",5,10.1,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2018,"Female",4,639.329999999996,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2018,"Female",3,23.23,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2019,"Female",5,37.37,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2019,"Female",4,470.659999999997,"cwt"
9,"Marblemount Spring","Marblemount","Spring","Puget Sound","Puget Sound Spring",-121.417867970209,48.5223287491365,2019,"Female",3,24.24,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,1999,"Female",3,1.01,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2000,"Female",4,886.569999999994,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2000,"Female",3,17.17,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2001,"Female",5,195.86,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2001,"Female",4,495.05,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2002,"Female",5,147,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2004,"Female",4,260.399999999999,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2004,"Female",3,2.4,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2005,"Female",5,33.17,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2005,"Female",4,149.799999999999,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2005,"Female",3,17.12,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2006,"Female",6,1.01,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2006,"Female",5,53.53,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2006,"Female",4,461.569999999997,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2006,"Female",3,6.06,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2007,"Female",6,1.1,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2007,"Female",5,91.2999999999999,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2007,"Female",4,381.700000000002,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2007,"Female",3,49.5,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2008,"Female",5,41.07,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2008,"Female",4,900.210000000009,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2008,"Female",3,2.22,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2009,"Female",5,45.78,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2009,"Female",4,165.68,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2009,"Female",3,4.36,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2010,"Female",5,56.1599999999999,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2010,"Female",4,368.28,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2010,"Female",3,2.16,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2011,"Female",5,24.96,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2011,"Female",4,206.96,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2011,"Female",3,5.2,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2012,"Female",5,71.3999999999999,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2012,"Female",4,544.950000000002,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2012,"Female",3,5.25,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2013,"Female",5,70.72,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2013,"Female",4,287.04,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2013,"Female",3,3.12,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2014,"Female",5,108.12,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2014,"Female",4,316.2,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2014,"Female",3,3.06,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2015,"Female",5,38.11,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2015,"Female",4,104.03,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2015,"Female",3,7.21,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2016,"Female",5,9,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2016,"Female",4,380,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2016,"Female",3,23,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2017,"Female",5,51.51,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2017,"Female",4,906.979999999993,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2017,"Female",3,23.23,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2018,"Female",6,1.01,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2018,"Female",5,68.68,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2018,"Female",4,319.159999999999,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2018,"Female",3,25.25,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2019,"Female",6,1.02,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2019,"Female",5,33.66,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2019,"Female",4,580.379999999995,"cwt"
12,"Wallace R Summer","Wallace R","Summer","Puget Sound","Puget Sound Summer",-121.717008673145,47.8674406222057,2019,"Female",3,36.72,"cwt"
14,"George Adams Fall","George Adams","Fall","Puget Sound","Puget Sound Fall",-123.181895173798,47.3013385648124,1995,"Female",5,2.16,"cwt"
14,"George Adams Fall","George Adams","Fall","Puget Sound","Puget Sound Fall",-123.181895173798,47.3013385648124,1995,"Female",4,34.56,"cwt"
14,"George Adams Fall","George Adams","Fall","Puget Sound","Puget Sound Fall",-123.181895173798,47.3013385648124,1995,"Female",3,4.32,"cwt"
14,"George Adams Fall","George Adams","Fall","Puget Sound","Puget Sound Fall",-123.181895173798,47.3013385648124,1995,"Male",5,1.08,"cwt"
14,"George Adams Fall","George Adams","Fall","Puget Sound","Puget Sound Fall",-123.181895173798,47.3013385648124,1995,"Male",4,9.72,"cwt"
